s,a,s',r,features,done
"[3.5106132674785797e-32, 4.75109840888424e-33, 1.177679552257788e-35, 5.346656895521819e-40, 4.445898759819517e-46, 6.771094805909328e-54, 1.888775291487511e-63, 2.670402065382549e-23, 3.613996198741828e-24, 8.95820094409525e-27, 4.067016936601499e-31, 3.381841383864761e-37, 5.1505375776090505e-45, 1.4367260233863258e-54, 6.723127948370088e-16, 9.098764251286527e-17, 2.255358169285053e-19, 1.0239310247478854e-23, 8.514280534590127e-30, 1.296723200826068e-37, 3.6171679939872316e-47, 5.602310217199156e-10, 7.58190240024017e-11, 1.8793657077867208e-13, 8.532307113153976e-18, 7.094858404799187e-24, 1.0805454979669424e-31, 3.014147189472035e-41, 1.5451263044967022e-05, 2.0911010605540186e-06, 5.183321305477604e-09, 2.353224232050753e-13, 1.956773531440633e-19, 2.9801621248830428e-27, 8.313067158937883e-37, 0.01410463573443019, 0.0019088548720683583, 4.731578169079634e-06, 2.1481331654192209e-10, 1.7862344195049375e-16, 2.7204314028368527e-24, 7.588556597052156e-34, 0.426148357425523, 0.05767290865300042, 0.00014295684785830499, 6.490230851833291e-09, 5.396813346911395e-15, 8.219335795945472e-23, 2.2927574947365626e-32, 0.426148357425523, 0.05767290865300042, 0.00014295684785830499, 6.490230851833291e-09, 5.396813346911395e-15, 8.219335795945472e-23, 2.2927574947365626e-32, 0.014104635734430247, 0.0019088548720683667, 4.731578169079652e-06, 2.1481331654192364e-10, 1.78623441950495e-16, 2.7204314028368527e-24, 7.588556597052265e-34, 1.545126304496713e-05, 2.0911010605540335e-06, 5.18332130547764e-09, 2.3532242320507703e-13, 1.956773531440661e-19, 2.9801621248830643e-27, 8.313067158938e-37, 5.602310217199216e-10, 7.581902400240252e-11, 1.879365707786741e-13, 8.532307113154097e-18, 7.094858404799288e-24, 1.0805454979669577e-31, 3.014147189472078e-41, 6.723127948370231e-16, 9.098764251286721e-17, 2.2553581692851005e-19, 1.0239310247478998e-23, 8.51428053459025e-30, 1.2967232008260865e-37, 3.6171679939873347e-47, 2.670402065382549e-23, 3.613996198741828e-24, 8.95820094409525e-27, 4.067016936601499e-31, 3.381841383864761e-37, 5.1505375776090505e-45, 1.4367260233863258e-54, 3.5106132674785797e-32, 4.75109840888424e-33, 1.177679552257788e-35, 5.346656895521819e-40, 4.445898759819517e-46, 6.771094805909328e-54, 1.888775291487511e-63]","[1.2666432, -0.036147565]","[5.002857819682144e-29, 4.220309271777267e-28, 6.520673694155561e-29, 1.8452819353957615e-31, 9.56434128903635e-36, 9.079657613158535e-42, 1.5787230553778749e-49, 8.350916698546227e-21, 7.044663758394334e-20, 1.0884499380347148e-20, 3.080198615119015e-23, 1.596507841317853e-27, 1.5156030235459802e-33, 2.635250730825816e-41, 4.613719618838522e-14, 3.8920401871428896e-13, 6.013474944742965e-14, 1.7017500345761743e-16, 8.820396388818041e-21, 8.373412951565365e-27, 1.4559249524649488e-34, 8.436635790067613e-09, 7.116974643443409e-08, 1.0996224767179335e-08, 3.111815722141446e-11, 1.6128954077018357e-15, 1.5311601317024957e-21, 2.6623006113038214e-29, 5.106089928822159e-05, 0.0004307393782881063, 6.655225368963001e-05, 1.8833586413535995e-07, 9.761697911868555e-12, 9.267012968729204e-18, 1.6112994180547086e-25, 0.010228422843575906, 0.0862848981887408, 0.013331621679594981, 3.772708436083284e-05, 1.9554448767195004e-09, 1.856350523832801e-15, 3.2277245417166217e-23, 0.06781565228429912, 0.5720790724475069, 0.08839022731418107, 0.0002501350280333345, 1.2964830634080701e-08, 1.2307823363118772e-14, 2.1400195175547586e-22, 0.014881690530868996, 0.1255389195352686, 0.019396643172115466, 5.4890456004419444e-05, 2.845045218656533e-09, 2.7008693749737622e-15, 4.6961294505815513e-23, 0.00010808754440976646, 0.0009118045770590354, 0.00014088019945836076, 3.986761173902441e-07, 2.066391252939027e-11, 1.9616745685371302e-17, 3.41085644464146e-25, 2.5983645808407427e-08, 2.1919275996287685e-07, 3.386681808836688e-08, 9.58395260351866e-11, 4.967489890824778e-15, 4.715756793122577e-21, 8.199509596119553e-29, 2.0674050868581156e-13, 1.7440209518369181e-12, 2.6946346370274643e-13, 7.625532040738658e-16, 3.9524145090849603e-20, 3.7521214899460685e-26, 6.523991272723699e-34, 5.444426374977878e-20, 4.592807538809457e-19, 7.096209631106565e-20, 2.0081525400970284e-22, 1.0408521259280527e-26, 9.881057820665812e-33, 1.718066303557498e-40, 4.745475479364643e-28, 4.0031867557305175e-27, 6.185204185258956e-28, 1.75034759982275e-30, 9.072284022311171e-35, 8.612535897933729e-41, 1.4975023912391187e-48, 1.369015590279311e-37, 1.1548737535840124e-36, 1.7843609129372478e-37, 5.04955333345468e-40, 2.617250541066705e-44, 2.484618447062363e-50, 4.320123724169753e-58]",-1.0,"[-1.0, 0.0, 0.0, 0.0]",0
"[5.002857819682144e-29, 4.220309271777267e-28, 6.520673694155561e-29, 1.8452819353957615e-31, 9.56434128903635e-36, 9.079657613158535e-42, 1.5787230553778749e-49, 8.350916698546227e-21, 7.044663758394334e-20, 1.0884499380347148e-20, 3.080198615119015e-23, 1.596507841317853e-27, 1.5156030235459802e-33, 2.635250730825816e-41, 4.613719618838522e-14, 3.8920401871428896e-13, 6.013474944742965e-14, 1.7017500345761743e-16, 8.820396388818041e-21, 8.373412951565365e-27, 1.4559249524649488e-34, 8.436635790067613e-09, 7.116974643443409e-08, 1.0996224767179335e-08, 3.111815722141446e-11, 1.6128954077018357e-15, 1.5311601317024957e-21, 2.6623006113038214e-29, 5.106089928822159e-05, 0.0004307393782881063, 6.655225368963001e-05, 1.8833586413535995e-07, 9.761697911868555e-12, 9.267012968729204e-18, 1.6112994180547086e-25, 0.010228422843575906, 0.0862848981887408, 0.013331621679594981, 3.772708436083284e-05, 1.9554448767195004e-09, 1.856350523832801e-15, 3.2277245417166217e-23, 0.06781565228429912, 0.5720790724475069, 0.08839022731418107, 0.0002501350280333345, 1.2964830634080701e-08, 1.2307823363118772e-14, 2.1400195175547586e-22, 0.014881690530868996, 0.1255389195352686, 0.019396643172115466, 5.4890456004419444e-05, 2.845045218656533e-09, 2.7008693749737622e-15, 4.6961294505815513e-23, 0.00010808754440976646, 0.0009118045770590354, 0.00014088019945836076, 3.986761173902441e-07, 2.066391252939027e-11, 1.9616745685371302e-17, 3.41085644464146e-25, 2.5983645808407427e-08, 2.1919275996287685e-07, 3.386681808836688e-08, 9.58395260351866e-11, 4.967489890824778e-15, 4.715756793122577e-21, 8.199509596119553e-29, 2.0674050868581156e-13, 1.7440209518369181e-12, 2.6946346370274643e-13, 7.625532040738658e-16, 3.9524145090849603e-20, 3.7521214899460685e-26, 6.523991272723699e-34, 5.444426374977878e-20, 4.592807538809457e-19, 7.096209631106565e-20, 2.0081525400970284e-22, 1.0408521259280527e-26, 9.881057820665812e-33, 1.718066303557498e-40, 4.745475479364643e-28, 4.0031867557305175e-27, 6.185204185258956e-28, 1.75034759982275e-30, 9.072284022311171e-35, 8.612535897933729e-41, 1.4975023912391187e-48, 1.369015590279311e-37, 1.1548737535840124e-36, 1.7843609129372478e-37, 5.04955333345468e-40, 2.617250541066705e-44, 2.484618447062363e-50, 4.320123724169753e-58]","[1.9588312, -0.1027807]","[2.1828508003077357e-34, 9.874450358032432e-32, 8.181329455388217e-31, 1.2415291045411502e-31, 3.4507381129354793e-34, 1.7566658906576189e-38, 1.637903870053921e-44, 9.988710102416248e-26, 4.5185416260782054e-23, 3.743770676892338e-22, 5.681228560021409e-23, 1.579055363958537e-25, 8.03849091569059e-30, 7.495036734204494e-36, 1.5128498321530373e-18, 6.843601296362922e-16, 5.6701643976893316e-15, 8.604560133717722e-16, 2.3915737045438557e-18, 1.2174774828658305e-22, 1.1351680996907969e-28, 7.58373745588485e-13, 3.430616468424177e-10, 2.8423864160122027e-09, 4.313364326756745e-10, 1.1988676401441945e-12, 6.103070769004129e-17, 5.690463556517663e-23, 1.258264122529696e-08, 5.6919449618183274e-06, 4.715976615011437e-05, 7.156565758412361e-06, 1.9891144017449053e-08, 1.0125976842643241e-12, 9.44139505801693e-19, 6.9097350235321414e-06, 0.003125721440393784, 0.025897701606074415, 0.003930015342859443, 1.0923186317922374e-05, 5.560662152268929e-10, 5.184725284245186e-16, 0.000125589123284123, 0.05681210842275883, 0.4707083019397905, 0.07143069592711629, 0.00019853632425339266, 1.0106880831237304e-08, 9.423590060976387e-15, 7.55516093708282e-05, 0.03417689454984863, 0.28316759306700845, 0.04297111003444793, 0.00011943501494136695, 6.080073596752977e-09, 5.669021142436089e-15, 1.5043069671675797e-06, 0.0006804956375600419, 0.005638145721502653, 0.0008555971308892333, 2.3780688008670607e-06, 1.210602546875553e-10, 1.1287579540138442e-16, 9.913574387032159e-10, 4.484552867360897e-07, 3.7156097947405806e-06, 5.638493995924433e-07, 1.5671776086542353e-09, 7.978024873592442e-14, 7.438658589170707e-20, 2.1623457060492328e-14, 9.78169251342219e-12, 8.104476318371643e-11, 1.2298665248954317e-11, 3.4183228373439456e-14, 1.740164259092337e-18, 1.6225178559309622e-24, 1.5610652005189042e-20, 7.06171068861084e-18, 5.850875701163872e-17, 8.878792266779482e-18, 2.4677944930768435e-20, 1.2562791696333684e-24, 1.1713465404854737e-30, 3.7300788506863587e-28, 1.68735666393033e-25, 1.3980343488312735e-24, 2.1215382447154024e-25, 5.8966582839758365e-28, 3.0018095077960847e-32, 2.7988676936985866e-38, 2.9499593962901872e-37, 1.334458022177795e-34, 1.1056454109307739e-33, 1.6778336142775216e-34, 4.6634141549919894e-37, 2.3740024052754077e-41, 2.213504427789775e-47]",-10.0,"[0.0, -1.0, 0.0, 0.0]",0
"[2.1828508003077357e-34, 9.874450358032432e-32, 8.181329455388217e-31, 1.2415291045411502e-31, 3.4507381129354793e-34, 1.7566658906576189e-38, 1.637903870053921e-44, 9.988710102416248e-26, 4.5185416260782054e-23, 3.743770676892338e-22, 5.681228560021409e-23, 1.579055363958537e-25, 8.03849091569059e-30, 7.495036734204494e-36, 1.5128498321530373e-18, 6.843601296362922e-16, 5.6701643976893316e-15, 8.604560133717722e-16, 2.3915737045438557e-18, 1.2174774828658305e-22, 1.1351680996907969e-28, 7.58373745588485e-13, 3.430616468424177e-10, 2.8423864160122027e-09, 4.313364326756745e-10, 1.1988676401441945e-12, 6.103070769004129e-17, 5.690463556517663e-23, 1.258264122529696e-08, 5.6919449618183274e-06, 4.715976615011437e-05, 7.156565758412361e-06, 1.9891144017449053e-08, 1.0125976842643241e-12, 9.44139505801693e-19, 6.9097350235321414e-06, 0.003125721440393784, 0.025897701606074415, 0.003930015342859443, 1.0923186317922374e-05, 5.560662152268929e-10, 5.184725284245186e-16, 0.000125589123284123, 0.05681210842275883, 0.4707083019397905, 0.07143069592711629, 0.00019853632425339266, 1.0106880831237304e-08, 9.423590060976387e-15, 7.55516093708282e-05, 0.03417689454984863, 0.28316759306700845, 0.04297111003444793, 0.00011943501494136695, 6.080073596752977e-09, 5.669021142436089e-15, 1.5043069671675797e-06, 0.0006804956375600419, 0.005638145721502653, 0.0008555971308892333, 2.3780688008670607e-06, 1.210602546875553e-10, 1.1287579540138442e-16, 9.913574387032159e-10, 4.484552867360897e-07, 3.7156097947405806e-06, 5.638493995924433e-07, 1.5671776086542353e-09, 7.978024873592442e-14, 7.438658589170707e-20, 2.1623457060492328e-14, 9.78169251342219e-12, 8.104476318371643e-11, 1.2298665248954317e-11, 3.4183228373439456e-14, 1.740164259092337e-18, 1.6225178559309622e-24, 1.5610652005189042e-20, 7.06171068861084e-18, 5.850875701163872e-17, 8.878792266779482e-18, 2.4677944930768435e-20, 1.2562791696333684e-24, 1.1713465404854737e-30, 3.7300788506863587e-28, 1.68735666393033e-25, 1.3980343488312735e-24, 2.1215382447154024e-25, 5.8966582839758365e-28, 3.0018095077960847e-32, 2.7988676936985866e-38, 2.9499593962901872e-37, 1.334458022177795e-34, 1.1056454109307739e-33, 1.6778336142775216e-34, 4.6634141549919894e-37, 2.3740024052754077e-41, 2.213504427789775e-47]","[2.3200665, -0.8486707]","[1.7314950703732817e-29, 1.2759431418444127e-25, 1.72212018368691e-23, 4.257137367940498e-23, 1.927498033907199e-24, 1.598425118887007e-27, 2.4277989552937344e-32, 3.8276517646013545e-22, 2.8206063661266537e-18, 3.806927592651939e-16, 9.410849408329547e-16, 4.260936907640201e-17, 3.533486656460442e-20, 5.366904656173322e-25, 2.800558409415836e-16, 2.063738648160561e-12, 2.7853952604146884e-10, 6.885588102340881e-10, 3.11757793617488e-11, 2.5853281277638808e-14, 3.9267757078587015e-19, 6.782001886828179e-12, 4.997674520441327e-08, 6.745281886705983e-06, 1.667455724008209e-05, 7.549715576145491e-07, 6.260787199300703e-10, 9.509317916852117e-15, 5.435909695929556e-09, 4.005735745301093e-05, 0.005406477883902712, 0.013364989996941152, 0.0006051247520527178, 5.018145734658148e-07, 7.621907856777136e-12, 1.44207423087106e-07, 0.0010626681856586604, 0.14342663642827808, 0.35455533201499456, 0.016053151362151925, 1.3312470323274147e-05, 2.0219903429525988e-10, 1.2662050898588152e-07, 0.000933069766248627, 0.12593494369365346, 0.3113152959974843, 0.014095378398622955, 1.1688938974897558e-05, 1.7753971391233304e-10, 3.6797774134765836e-09, 2.7116373789197276e-05, 0.003659853882146555, 0.009047278390020157, 0.00040963233745523677, 3.3969768382569197e-07, 5.159564074430807e-12, 3.5394851905836154e-12, 2.6082556813814257e-08, 3.5203212477243293e-06, 8.702349158208765e-06, 3.9401502566350524e-07, 3.267466441783036e-10, 4.962854699969815e-15, 1.1268333850826938e-16, 8.303664008628258e-13, 1.1207323366417725e-10, 2.7704869584435187e-10, 1.254389441501357e-11, 1.0402332748936825e-14, 1.579978460177833e-19, 1.1873544034019036e-22, 8.749644939115104e-19, 1.1809256741615465e-16, 2.919286855735176e-16, 1.3217613594561669e-17, 1.0961030937324916e-20, 1.6648374167886736e-25, 4.1409700045568386e-30, 3.051491377771405e-26, 4.1185494240835916e-24, 1.0181188758521456e-23, 4.609722360070781e-25, 3.8227255653776635e-28, 5.806220775897774e-33, 4.779966554912487e-39, 3.5223695685552343e-35, 4.754086235884325e-33, 1.1752256524782773e-32, 5.321052479086642e-34, 4.4126135497254484e-37, 6.702183567784414e-42, 1.8262014651825683e-49, 1.3457325261824617e-45, 1.816313806767877e-43, 4.489987082169581e-43, 2.032925067987036e-44, 1.685853078095565e-47, 2.5605906047253744e-52]",-10.0,"[0.0, -1.0, 0.0, 0.0]",0
"[1.7314950703732817e-29, 1.2759431418444127e-25, 1.72212018368691e-23, 4.257137367940498e-23, 1.927498033907199e-24, 1.598425118887007e-27, 2.4277989552937344e-32, 3.8276517646013545e-22, 2.8206063661266537e-18, 3.806927592651939e-16, 9.410849408329547e-16, 4.260936907640201e-17, 3.533486656460442e-20, 5.366904656173322e-25, 2.800558409415836e-16, 2.063738648160561e-12, 2.7853952604146884e-10, 6.885588102340881e-10, 3.11757793617488e-11, 2.5853281277638808e-14, 3.9267757078587015e-19, 6.782001886828179e-12, 4.997674520441327e-08, 6.745281886705983e-06, 1.667455724008209e-05, 7.549715576145491e-07, 6.260787199300703e-10, 9.509317916852117e-15, 5.435909695929556e-09, 4.005735745301093e-05, 0.005406477883902712, 0.013364989996941152, 0.0006051247520527178, 5.018145734658148e-07, 7.621907856777136e-12, 1.44207423087106e-07, 0.0010626681856586604, 0.14342663642827808, 0.35455533201499456, 0.016053151362151925, 1.3312470323274147e-05, 2.0219903429525988e-10, 1.2662050898588152e-07, 0.000933069766248627, 0.12593494369365346, 0.3113152959974843, 0.014095378398622955, 1.1688938974897558e-05, 1.7753971391233304e-10, 3.6797774134765836e-09, 2.7116373789197276e-05, 0.003659853882146555, 0.009047278390020157, 0.00040963233745523677, 3.3969768382569197e-07, 5.159564074430807e-12, 3.5394851905836154e-12, 2.6082556813814257e-08, 3.5203212477243293e-06, 8.702349158208765e-06, 3.9401502566350524e-07, 3.267466441783036e-10, 4.962854699969815e-15, 1.1268333850826938e-16, 8.303664008628258e-13, 1.1207323366417725e-10, 2.7704869584435187e-10, 1.254389441501357e-11, 1.0402332748936825e-14, 1.579978460177833e-19, 1.1873544034019036e-22, 8.749644939115104e-19, 1.1809256741615465e-16, 2.919286855735176e-16, 1.3217613594561669e-17, 1.0961030937324916e-20, 1.6648374167886736e-25, 4.1409700045568386e-30, 3.051491377771405e-26, 4.1185494240835916e-24, 1.0181188758521456e-23, 4.609722360070781e-25, 3.8227255653776635e-28, 5.806220775897774e-33, 4.779966554912487e-39, 3.5223695685552343e-35, 4.754086235884325e-33, 1.1752256524782773e-32, 5.321052479086642e-34, 4.4126135497254484e-37, 6.702183567784414e-42, 1.8262014651825683e-49, 1.3457325261824617e-45, 1.816313806767877e-43, 4.489987082169581e-43, 2.032925067987036e-44, 1.685853078095565e-47, 2.5605906047253744e-52]","[3.7061834, 0.34429312]","[2.2272925299618253e-39, 8.525554293858361e-34, 5.97709365531797e-30, 7.675020950174786e-28, 1.805057956723482e-27, 7.77543695404273e-29, 6.134519202325072e-32, 2.8505082347499484e-31, 1.091107808854699e-25, 7.649536131945615e-22, 9.82255816245494e-20, 2.31012877770903e-19, 9.951071432299653e-21, 7.851010707946282e-24, 1.2074478851755083e-24, 4.621827785793641e-19, 3.240269967471821e-15, 4.1607412094742223e-13, 9.785483420547135e-13, 4.215178195131484e-14, 3.325612661010836e-17, 1.6928385724950526e-19, 6.479789684739577e-14, 4.5428494708376413e-10, 5.833347588781341e-08, 1.3719220504829637e-07, 5.9096680910757954e-09, 4.6624996895155845e-12, 7.8553176746938445e-16, 3.0068316770341316e-10, 2.108028864745684e-06, 0.0002706861667810955, 0.0006366161373306338, 2.742276845628622e-05, 2.163550430288495e-08, 1.2064602441941077e-13, 4.618047327368685e-08, 0.0003237619564543489, 0.04157337900244953, 0.09777479311576799, 0.004211730358764771, 3.3228924513913464e-06, 6.132863994885772e-13, 2.3475167389055807e-07, 0.0016457964986479816, 0.21133218475854013, 0.4970238440866701, 0.02140971457429971, 1.6891437220650717e-05, 1.0318455789210144e-13, 3.9496632739658744e-08, 0.0002769029025182601, 0.03555633725265414, 0.08362354954664368, 0.0036021537976179126, 2.8419601074285545e-06, 5.74602005575915e-16, 2.1994419367900959e-10, 1.5419842502321235e-06, 0.0001980019405391348, 0.00046567296758807676, 2.005924955038837e-05, 1.582597251812423e-08, 1.0590601407839336e-19, 4.053834244606115e-14, 2.8420611854646233e-10, 3.649412306048112e-08, 8.582909106256876e-08, 3.6971593288404477e-09, 2.9169157991866553e-12, 6.460634383274448e-25, 2.472979568980015e-19, 1.733755950874611e-15, 2.2262681518489461e-13, 5.235872406580864e-13, 2.255395492712026e-14, 1.7794198629165886e-17, 1.3044599850792543e-31, 4.9931673892649306e-26, 3.50060865178182e-22, 4.495034926696176e-20, 1.0571695651199631e-19, 4.553845638421352e-21, 3.592808182798693e-24, 8.717408834791904e-40, 3.3368199876310254e-34, 2.339376994100571e-30, 3.003929413771857e-28, 7.06482330793001e-28, 3.043231272306259e-29, 2.400991839741219e-32, 1.9281691183203814e-49, 7.380579912537652e-44, 5.174375277813339e-40, 6.644272442669539e-38, 1.5626402738361262e-37, 6.731202666265504e-39, 5.3106587134602e-42]",-10.0,"[0.0, -1.0, 0.0, 0.0]",0
"[2.2272925299618253e-39, 8.525554293858361e-34, 5.97709365531797e-30, 7.675020950174786e-28, 1.805057956723482e-27, 7.77543695404273e-29, 6.134519202325072e-32, 2.8505082347499484e-31, 1.091107808854699e-25, 7.649536131945615e-22, 9.82255816245494e-20, 2.31012877770903e-19, 9.951071432299653e-21, 7.851010707946282e-24, 1.2074478851755083e-24, 4.621827785793641e-19, 3.240269967471821e-15, 4.1607412094742223e-13, 9.785483420547135e-13, 4.215178195131484e-14, 3.325612661010836e-17, 1.6928385724950526e-19, 6.479789684739577e-14, 4.5428494708376413e-10, 5.833347588781341e-08, 1.3719220504829637e-07, 5.9096680910757954e-09, 4.6624996895155845e-12, 7.8553176746938445e-16, 3.0068316770341316e-10, 2.108028864745684e-06, 0.0002706861667810955, 0.0006366161373306338, 2.742276845628622e-05, 2.163550430288495e-08, 1.2064602441941077e-13, 4.618047327368685e-08, 0.0003237619564543489, 0.04157337900244953, 0.09777479311576799, 0.004211730358764771, 3.3228924513913464e-06, 6.132863994885772e-13, 2.3475167389055807e-07, 0.0016457964986479816, 0.21133218475854013, 0.4970238440866701, 0.02140971457429971, 1.6891437220650717e-05, 1.0318455789210144e-13, 3.9496632739658744e-08, 0.0002769029025182601, 0.03555633725265414, 0.08362354954664368, 0.0036021537976179126, 2.8419601074285545e-06, 5.74602005575915e-16, 2.1994419367900959e-10, 1.5419842502321235e-06, 0.0001980019405391348, 0.00046567296758807676, 2.005924955038837e-05, 1.582597251812423e-08, 1.0590601407839336e-19, 4.053834244606115e-14, 2.8420611854646233e-10, 3.649412306048112e-08, 8.582909106256876e-08, 3.6971593288404477e-09, 2.9169157991866553e-12, 6.460634383274448e-25, 2.472979568980015e-19, 1.733755950874611e-15, 2.2262681518489461e-13, 5.235872406580864e-13, 2.255395492712026e-14, 1.7794198629165886e-17, 1.3044599850792543e-31, 4.9931673892649306e-26, 3.50060865178182e-22, 4.495034926696176e-20, 1.0571695651199631e-19, 4.553845638421352e-21, 3.592808182798693e-24, 8.717408834791904e-40, 3.3368199876310254e-34, 2.339376994100571e-30, 3.003929413771857e-28, 7.06482330793001e-28, 3.043231272306259e-29, 2.400991839741219e-32, 1.9281691183203814e-49, 7.380579912537652e-44, 5.174375277813339e-40, 6.644272442669539e-38, 1.5626402738361262e-37, 6.731202666265504e-39, 5.3106587134602e-42]","[2.3839493, -0.31590176]","[6.202713747224099e-41, 3.5753503761886095e-34, 3.77465748401463e-29, 7.298919321649351e-26, 2.5850065589062567e-24, 1.6768213999300718e-24, 1.9922050599146182e-26, 2.2146908277826228e-33, 1.2765857021529873e-26, 1.3477486868726626e-21, 2.606093128449856e-18, 9.22981544703673e-17, 5.987122936177271e-17, 7.113206336870844e-19, 2.617251941700779e-27, 1.5086288188823887e-20, 1.5927269952952319e-15, 3.0797988663354515e-12, 1.0907505506979815e-10, 7.0753935191938e-11, 8.406163453312806e-13, 1.0237148662480278e-22, 5.900867719049232e-16, 6.229810271527548e-11, 1.204635990248847e-07, 4.266373963952958e-06, 2.7674773737857333e-06, 3.287996221592288e-08, 1.3252980082585301e-19, 7.639244571796893e-13, 8.065092553499807e-08, 0.00015595179196768066, 0.00552323415760869, 0.003582767401650845, 4.256629445666435e-05, 5.6787027495895815e-18, 3.273301467618861e-11, 3.4557709265280478e-06, 0.00668229986260968, 0.23666228125290434, 0.15351619762583707, 0.0018239017327772624, 8.053520767726721e-18, 4.6421872232005965e-11, 4.90096491268385e-06, 0.009476819459091056, 0.3356338024816665, 0.217716253214957, 0.0025866524681673175, 3.7802757940760287e-19, 2.179015674952783e-12, 2.300484416862611e-07, 0.0004448363919243124, 0.015754455421281365, 0.010219474261537784, 0.00012141596197634307, 5.873030329686845e-22, 3.3853152111058288e-15, 3.5740288511167533e-10, 6.910970955119144e-07, 2.4476096337172042e-05, 1.5876958603263776e-05, 1.8863164119205597e-07, 3.0199660286425165e-26, 1.7407601118810327e-19, 1.8377983953534925e-14, 3.553684612166454e-11, 1.2585833088313465e-09, 8.164077644492063e-10, 9.69961189281771e-12, 5.139761032186385e-32, 2.962646236604286e-25, 3.1277982890749537e-20, 6.048110977759464e-17, 2.142016627054348e-15, 1.3894662305114153e-15, 1.6508029150395926e-17, 2.895241884338866e-39, 1.6688669801924109e-32, 1.7618975971030702e-27, 3.4069179703652604e-24, 1.206604006832564e-22, 7.826902461532926e-23, 9.299019375572342e-25, 5.3979372815228666e-48, 3.111463445942901e-41, 3.284911280495648e-36, 6.351914714553918e-33, 2.2496126447147304e-31, 1.4592607555344085e-31, 1.7337246894819646e-33, 3.330978819954099e-58, 1.9200332084209388e-51, 2.0270650306023026e-46, 3.919662692776799e-43, 1.3881991734686768e-41, 9.004859478663821e-42, 1.0698531529930562e-43]",-10.0,"[0.0, -1.0, 0.0, 0.0]",0
